Insurer,Ward Class,Plan Type,Plan Name,Age,Premium in MA,Premium in Cash
Great Eastern,A Ward,Base,Great SupremeHealth A Plus,132,900,4264.77
Great Eastern,A Ward,Base,Great SupremeHealth A Plus,133,900,4264.77
Great Eastern,A Ward,Base,Great SupremeHealth A Plus,134,900,4264.77
Great Eastern,A Ward,Base,Great SupremeHealth A Plus,135,900,4264.77
Great Eastern,A Ward,Base,Great SupremeHealth A Plus,136,900,4264.77
Great Eastern,A Ward,Base,Great SupremeHealth A Plus,137,900,4264.77
Great Eastern,A Ward,Base,Great SupremeHealth A Plus,138,900,4264.77
Great Eastern,A Ward,Base,Great SupremeHealth A Plus,139,900,4264.77
Great Eastern,A Ward,Base,Great SupremeHealth A Plus,140,900,4264.77
Great Eastern,A Ward,Base,Great SupremeHealth A Plus,141,900,4264.77
Great Eastern,A Ward,Base,Great SupremeHealth A Plus,142,900,4264.77
Great Eastern,A Ward,Base,Great SupremeHealth A Plus,143,900,4264.77
Great Eastern,A Ward,Base,Great SupremeHealth A Plus,144,900,4264.77
Great Eastern,A Ward,Base,Great SupremeHealth A Plus,145,900,4264.77
Great Eastern,A Ward,Base,Great SupremeHealth A Plus,146,900,4264.77
Great Eastern,A Ward,Base,Great SupremeHealth A Plus,147,900,4264.77
Great Eastern,A Ward,Base,Great SupremeHealth A Plus,148,900,4264.77
Great Eastern,A Ward,Base,Great SupremeHealth A Plus,149,900,4264.77
Great Eastern,A Ward,Base,Great SupremeHealth A Plus,150,900,4264.77
Great Eastern,A Ward,Rider,Great Totalcare A,1,0,214.95
Great Eastern,A Ward,Rider,Great Totalcare A,2,0,214.95
Great Eastern,A Ward,Rider,Great Totalcare A,3,0,214.95
Great Eastern,A Ward,Rider,Great Totalcare A,4,0,151.78
Great Eastern,A Ward,Rider,Great Totalcare A,5,0,150.77
Great Eastern,A Ward,Rider,Great Totalcare A,6,0,149.74
Great Eastern,A Ward,Rider,Great Totalcare A,7,0,147.71
Great Eastern,A Ward,Rider,Great Totalcare A,8,0,146.7
Great Eastern,A Ward,Rider,Great Totalcare A,9,0,144.66
Great Eastern,A Ward,Rider,Great Totalcare A,10,0,143.64
Great Eastern,A Ward,Rider,Great Totalcare A,11,0,142.62
Great Eastern,A Ward,Rider,Great Totalcare A,12,0,141.6
Great Eastern,A Ward,Rider,Great Totalcare A,13,0,139.56
Great Eastern,A Ward,Rider,Great Totalcare A,14,0,139.56
Great Eastern,A Ward,Rider,Great Totalcare A,15,0,140.58
Great Eastern,A Ward,Rider,Great Totalcare A,16,0,140.58
Great Eastern,A Ward,Rider,Great Totalcare A,17,0,140.58
Great Eastern,A Ward,Rider,Great Totalcare A,18,0,142.62
Great Eastern,A Ward,Rider,Great Totalcare A,19,0,143.64
Great Eastern,A Ward,Rider,Great Totalcare A,20,0,144.66
Great Eastern,A Ward,Rider,Great Totalcare A,21,0,146.7
Great Eastern,A Ward,Rider,Great Totalcare A,22,0,147.71
Great Eastern,A Ward,Rider,Great Totalcare A,23,0,148.73
Great Eastern,A Ward,Rider,Great Totalcare A,24,0,149.74
Great Eastern,A Ward,Rider,Great Totalcare A,25,0,150.77
Great Eastern,A Ward,Rider,Great Totalcare A,26,0,154.84
Great Eastern,A Ward,Rider,Great Totalcare A,27,0,159.94
Great Eastern,A Ward,Rider,Great Totalcare A,28,0,165.02
Great Eastern,A Ward,Rider,Great Totalcare A,29,0,171.14
Great Eastern,A Ward,Rider,Great Totalcare A,30,0,176.23
Great Eastern,A Ward,Rider,Great Totalcare A,31,0,182.34
Great Eastern,A Ward,Rider,Great Totalcare A,32,0,188.46
Great Eastern,A Ward,Rider,Great Totalcare A,33,0,196.6
Great Eastern,A Ward,Rider,Great Totalcare A,34,0,206.8
Great Eastern,A Ward,Rider,Great Totalcare A,35,0,214.95
Great Eastern,A Ward,Rider,Great Totalcare A,36,0,224.12
Great Eastern,A Ward,Rider,Great Totalcare A,37,0,234.3
Great Eastern,A Ward,Rider,Great Totalcare A,38,0,235.32
Great Eastern,A Ward,Rider,Great Totalcare A,39,0,236.34
Great Eastern,A Ward,Rider,Great Totalcare A,40,0,238.38
Great Eastern,A Ward,Rider,Great Totalcare A,41,0,280.14
Great Eastern,A Ward,Rider,Great Totalcare A,42,0,292.36
Great Eastern,A Ward,Rider,Great Totalcare A,43,0,305.6
Great Eastern,A Ward,Rider,Great Totalcare A,44,0,318.85
Great Eastern,A Ward,Rider,Great Totalcare A,45,0,332.09
Great Eastern,A Ward,Rider,Great Totalcare A,46,0,347.38
Great Eastern,A Ward,Rider,Great Totalcare A,47,0,364.7
Great Eastern,A Ward,Rider,Great Totalcare A,48,0,383.02
Great Eastern,A Ward,Rider,Great Totalcare A,49,0,402.38
Great Eastern,A Ward,Rider,Great Totalcare A,50,0,405.44
Great Eastern,A Ward,Rider,Great Totalcare A,51,0,445.16
Great Eastern,A Ward,Rider,Great Totalcare A,52,0,469.62
Great Eastern,A Ward,Rider,Great Totalcare A,53,0,501.19
Great Eastern,A Ward,Rider,Great Totalcare A,54,0,533.8
Great Eastern,A Ward,Rider,Great Totalcare A,55,0,569.44
Great Eastern,A Ward,Rider,Great Totalcare A,56,0,607.14
Great Eastern,A Ward,Rider,Great Totalcare A,57,0,646.87
Great Eastern,A Ward,Rider,Great Totalcare A,58,0,691.7
Great Eastern,A Ward,Rider,Great Totalcare A,59,0,736.52
Great Eastern,A Ward,Rider,Great Totalcare A,60,0,787.44
Great Eastern,A Ward,Rider,Great Totalcare A,61,0,839.4
Great Eastern,A Ward,Rider,Great Totalcare A,62,0,894.41
Great Eastern,A Ward,Rider,Great Totalcare A,63,0,950.44
Great Eastern,A Ward,Rider,Great Totalcare A,64,0,1011.56
Great Eastern,A Ward,Rider,Great Totalcare A,65,0,1074.72
Great Eastern,A Ward,Rider,Great Totalcare A,66,0,1139.91
Great Eastern,A Ward,Rider,Great Totalcare A,67,0,1207.15
Great Eastern,A Ward,Rider,Great Totalcare A,68,0,1275.4
Great Eastern,A Ward,Rider,Great Totalcare A,69,0,1345.7
Great Eastern,A Ward,Rider,Great Totalcare A,70,0,1414.96
Great Eastern,A Ward,Rider,Great Totalcare A,71,0,1487.29
Great Eastern,A Ward,Rider,Great Totalcare A,72,0,1564.71
Great Eastern,A Ward,Rider,Great Totalcare A,73,0,1642.13
Great Eastern,A Ward,Rider,Great Totalcare A,74,0,1721.59
Great Eastern,A Ward,Rider,Great Totalcare A,75,0,1799.01
Great Eastern,A Ward,Rider,Great Totalcare A,76,0,1872.36
Great Eastern,A Ward,Rider,Great Totalcare A,77,0,1948.76
Great Eastern,A Ward,Rider,Great Totalcare A,78,0,2026.18
Great Eastern,A Ward,Rider,Great Totalcare A,79,0,2102.58
Great Eastern,A Ward,Rider,Great Totalcare A,80,0,2177.96
Great Eastern,A Ward,Rider,Great Totalcare A,81,0,2253.34
Great Eastern,A Ward,Rider,Great Totalcare A,82,0,2334.84
Great Eastern,A Ward,Rider,Great Totalcare A,83,0,2409.2
Great Eastern,A Ward,Rider,Great Totalcare A,84,0,2481.54
Great Eastern,A Ward,Rider,Great Totalcare A,85,0,2550.81
Great Eastern,A Ward,Rider,Great Totalcare A,86,0,2614.99
Great Eastern,A Ward,Rider,Great Totalcare A,87,0,2680.18
Great Eastern,A Ward,Rider,Great Totalcare A,88,0,2743.34
Great Eastern,A Ward,Rider,Great Totalcare A,89,0,2803.44
Great Eastern,A Ward,Rider,Great Totalcare A,90,0,2856.41
Great Eastern,A Ward,Rider,Great Totalcare A,91,0,2905.3
Great Eastern,A Ward,Rider,Great Totalcare A,92,0,2949.12
Great Eastern,A Ward,Rider,Great Totalcare A,93,0,2989.86
Great Eastern,A Ward,Rider,Great Totalcare A,94,0,3027.56
Great Eastern,A Ward,Rider,Great Totalcare A,95,0,3059.13
Great Eastern,A Ward,Rider,Great Totalcare A,96,0,3085.62
Great Eastern,A Ward,Rider,Great Totalcare A,97,0,3108.02
Great Eastern,A Ward,Rider,Great Totalcare A,98,0,3123.3
Great Eastern,A Ward,Rider,Great Totalcare A,99,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,100,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,101,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,102,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,103,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,104,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,105,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,106,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,107,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,108,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,109,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,110,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,111,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,112,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,113,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,114,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,115,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,116,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,117,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,118,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,119,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,120,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,121,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,122,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,123,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,124,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,125,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,126,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,127,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,128,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,129,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,130,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,131,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,132,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,133,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,134,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,135,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,136,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,137,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,138,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,139,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,140,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,141,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,142,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,143,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,144,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,145,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,146,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,147,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,148,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,149,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A,150,0,3134.52
Great Eastern,A Ward,Rider,Great Totalcare A Basic,1,0,59.09
Great Eastern,A Ward,Rider,Great Totalcare A Basic,2,0,59.09
Great Eastern,A Ward,Rider,Great Totalcare A Basic,3,0,59.09
Great Eastern,A Ward,Rider,Great Totalcare A Basic,4,0,58.06
Great Eastern,A Ward,Rider,Great Totalcare A Basic,5,0,58.06
Great Eastern,A Ward,Rider,Great Totalcare A Basic,6,0,57.05
Great Eastern,A Ward,Rider,Great Totalcare A Basic,7,0,57.05
Great Eastern,A Ward,Rider,Great Totalcare A Basic,8,0,56.02
Great Eastern,A Ward,Rider,Great Totalcare A Basic,9,0,56.02
Great Eastern,A Ward,Rider,Great Totalcare A Basic,10,0,55.01
Great Eastern,A Ward,Rider,Great Totalcare A Basic,11,0,55.01
Great Eastern,A Ward,Rider,Great Totalcare A Basic,12,0,53.99
Great Eastern,A Ward,Rider,Great Totalcare A Basic,13,0,53.99
Great Eastern,A Ward,Rider,Great Totalcare A Basic,14,0,53.99
Great Eastern,A Ward,Rider,Great Totalcare A Basic,15,0,53.99
Great Eastern,A Ward,Rider,Great Totalcare A Basic,16,0,53.99
Great Eastern,A Ward,Rider,Great Totalcare A Basic,17,0,53.99
Great Eastern,A Ward,Rider,Great Totalcare A Basic,18,0,55.01
Great Eastern,A Ward,Rider,Great Totalcare A Basic,19,0,56.02
Great Eastern,A Ward,Rider,Great Totalcare A Basic,20,0,56.02
Great Eastern,A Ward,Rider,Great Totalcare A Basic,21,0,57.05
Great Eastern,A Ward,Rider,Great Totalcare A Basic,22,0,57.05
Great Eastern,A Ward,Rider,Great Totalcare A Basic,23,0,57.05
Great Eastern,A Ward,Rider,Great Totalcare A Basic,24,0,58.06
Great Eastern,A Ward,Rider,Great Totalcare A Basic,25,0,58.06
Great Eastern,A Ward,Rider,Great Totalcare A Basic,26,0,59.09
Great Eastern,A Ward,Rider,Great Totalcare A Basic,27,0,60.1
Great Eastern,A Ward,Rider,Great Totalcare A Basic,28,0,63.16
Great Eastern,A Ward,Rider,Great Totalcare A Basic,29,0,65.19
Great Eastern,A Ward,Rider,Great Totalcare A Basic,30,0,67.23
Great Eastern,A Ward,Rider,Great Totalcare A Basic,31,0,70.29
Great Eastern,A Ward,Rider,Great Totalcare A Basic,32,0,73.34
Great Eastern,A Ward,Rider,Great Totalcare A Basic,33,0,75.38
Great Eastern,A Ward,Rider,Great Totalcare A Basic,34,0,78.44
Great Eastern,A Ward,Rider,Great Totalcare A Basic,35,0,82.52
Great Eastern,A Ward,Rider,Great Totalcare A Basic,36,0,86.59
Great Eastern,A Ward,Rider,Great Totalcare A Basic,37,0,89.64
Great Eastern,A Ward,Rider,Great Totalcare A Basic,38,0,90.66
Great Eastern,A Ward,Rider,Great Totalcare A Basic,39,0,90.66
Great Eastern,A Ward,Rider,Great Totalcare A Basic,40,0,91.68
Great Eastern,A Ward,Rider,Great Totalcare A Basic,41,0,107.99
Great Eastern,A Ward,Rider,Great Totalcare A Basic,42,0,112.05
Great Eastern,A Ward,Rider,Great Totalcare A Basic,43,0,117.15
Great Eastern,A Ward,Rider,Great Totalcare A Basic,44,0,122.24
Great Eastern,A Ward,Rider,Great Totalcare A Basic,45,0,127.34
Great Eastern,A Ward,Rider,Great Totalcare A Basic,46,0,133.44
Great Eastern,A Ward,Rider,Great Totalcare A Basic,47,0,139.56
Great Eastern,A Ward,Rider,Great Totalcare A Basic,48,0,146.7
Great Eastern,A Ward,Rider,Great Totalcare A Basic,49,0,153.82
Great Eastern,A Ward,Rider,Great Totalcare A Basic,50,0,154.84
Great Eastern,A Ward,Rider,Great Totalcare A Basic,51,0,171.14
Great Eastern,A Ward,Rider,Great Totalcare A Basic,52,0,179.29
Great Eastern,A Ward,Rider,Great Totalcare A Basic,53,0,191.52
Great Eastern,A Ward,Rider,Great Totalcare A Basic,54,0,203.74
Great Eastern,A Ward,Rider,Great Totalcare A Basic,55,0,218
Great Eastern,A Ward,Rider,Great Totalcare A Basic,56,0,232.26
Great Eastern,A Ward,Rider,Great Totalcare A Basic,57,0,246.52
Great Eastern,A Ward,Rider,Great Totalcare A Basic,58,0,263.84
Great Eastern,A Ward,Rider,Great Totalcare A Basic,59,0,281.16
Great Eastern,A Ward,Rider,Great Totalcare A Basic,60,0,300.52
Great Eastern,A Ward,Rider,Great Totalcare A Basic,61,0,320.88
Great Eastern,A Ward,Rider,Great Totalcare A Basic,62,0,341.26
Great Eastern,A Ward,Rider,Great Totalcare A Basic,63,0,362.66
Great Eastern,A Ward,Rider,Great Totalcare A Basic,64,0,386.09
Great Eastern,A Ward,Rider,Great Totalcare A Basic,65,0,410.54
Great Eastern,A Ward,Rider,Great Totalcare A Basic,66,0,434.99
Great Eastern,A Ward,Rider,Great Totalcare A Basic,67,0,460.44
Great Eastern,A Ward,Rider,Great Totalcare A Basic,68,0,486.94
Great Eastern,A Ward,Rider,Great Totalcare A Basic,69,0,513.42
Great Eastern,A Ward,Rider,Great Totalcare A Basic,70,0,539.91
Great Eastern,A Ward,Rider,Great Totalcare A Basic,71,0,567.41
Great Eastern,A Ward,Rider,Great Totalcare A Basic,72,0,596.95
Great Eastern,A Ward,Rider,Great Totalcare A Basic,73,0,626.5
Great Eastern,A Ward,Rider,Great Totalcare A Basic,74,0,656.04
Great Eastern,A Ward,Rider,Great Totalcare A Basic,75,0,686.6
Great Eastern,A Ward,Rider,Great Totalcare A Basic,76,0,714.1
Great Eastern,A Ward,Rider,Great Totalcare A Basic,77,0,742.62
Great Eastern,A Ward,Rider,Great Totalcare A Basic,78,0,772.16
Great Eastern,A Ward,Rider,Great Totalcare A Basic,79,0,801.71
Great Eastern,A Ward,Rider,Great Totalcare A Basic,80,0,830.23
Great Eastern,A Ward,Rider,Great Totalcare A Basic,81,0,858.76
Great Eastern,A Ward,Rider,Great Totalcare A Basic,82,0,890.34
Great Eastern,A Ward,Rider,Great Totalcare A Basic,83,0,918.86
Great Eastern,A Ward,Rider,Great Totalcare A Basic,84,0,946.36
Great Eastern,A Ward,Rider,Great Totalcare A Basic,85,0,972.85
Great Eastern,A Ward,Rider,Great Totalcare A Basic,86,0,997.3
Great Eastern,A Ward,Rider,Great Totalcare A Basic,87,0,1021.74
Great Eastern,A Ward,Rider,Great Totalcare A Basic,88,0,1046.19
Great Eastern,A Ward,Rider,Great Totalcare A Basic,89,0,1068.6
Great Eastern,A Ward,Rider,Great Totalcare A Basic,90,0,1088.99
Great Eastern,A Ward,Rider,Great Totalcare A Basic,91,0,1107.32
Great Eastern,A Ward,Rider,Great Totalcare A Basic,92,0,1124.64
Great Eastern,A Ward,Rider,Great Totalcare A Basic,93,0,1139.91
Great Eastern,A Ward,Rider,Great Totalcare A Basic,94,0,1154.18
Great Eastern,A Ward,Rider,Great Totalcare A Basic,95,0,1166.4
Great Eastern,A Ward,Rider,Great Totalcare A Basic,96,0,1176.59
Great Eastern,A Ward,Rider,Great Totalcare A Basic,97,0,1184.74
Great Eastern,A Ward,Rider,Great Totalcare A Basic,98,0,1190.85
Great Eastern,A Ward,Rider,Great Totalcare A Basic,99,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,100,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,101,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,102,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,103,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,104,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,105,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,106,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,107,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,108,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,109,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,110,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,111,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,112,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,113,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,114,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,115,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,116,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,117,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,118,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,119,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,120,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,121,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,122,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,123,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,124,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,125,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,126,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,127,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,128,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,129,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,130,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,131,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,132,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,133,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,134,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,135,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,136,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,137,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,138,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,139,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,140,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,141,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,142,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,143,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,144,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,145,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,146,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,147,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,148,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,149,0,1194.92
Great Eastern,A Ward,Rider,Great Totalcare A Basic,150,0,1194.92
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,1,50.94,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,2,50.94,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,3,50.94,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,4,49.91,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,5,49.91,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,6,49.91,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,7,49.91,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,8,48.9,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,9,48.9,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,10,48.9,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,11,48.9,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,12,49.91,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,13,50.94,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,14,51.95,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,15,52.97,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,16,53.99,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,17,55.01,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,18,56.03,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,19,57.05,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,20,58.06,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,21,59.09,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,22,60.1,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,23,60.1,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,24,60.1,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,25,60.1,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,26,60.1,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,27,62.14,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,28,76.4,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,29,76.4,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,30,77.42,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,31,78.44,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,32,79.46,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,33,80.47,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,34,81.5,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,35,81.5,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,36,82.51,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,37,86.59,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,38,91.68,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,39,95.76,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,40,100.85,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,41,142.62,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,42,143.64,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,43,143.64,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,44,143.64,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,45,144.65,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,46,146.69,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,47,148.73,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,48,149.74,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,49,155.86,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,50,158.91,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,51,229.21,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,52,246.53,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,53,252.64,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,54,258.74,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,55,264.86,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,56,283.19,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,57,291.35,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,58,296.44,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,59,301.54,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,60,317.83,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,61,352.46,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,62,392.19,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,63,434.99,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,64,484.9,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,65,536.85,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,66,595.94,0
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,67,600,62.15
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,68,600,135.5
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,69,600,216.99
Great Eastern,B1 Ward,Base,Great SupremeHealth B Plus,70,600,305.62
